Κατηγορία,Λιανική,Τίτλος,Ποσότητα,Υλικά,Κρυμμένο Πεδίο,Κωδικός,Price,Price (ΦΠΑ),Status,Επιλογή Πιάτου Match,Food Cost,Food Cost (ΦΠΑ),Packaging Cost,Packaging Cost (ΦΠΑ),Old Product Cost,Product Cost,Product Cost (ΦΠΑ),Product Cost/ Price,Price - Product Cost,Food Cost/Price,Packaging Cost/ Price,Θερμίδες,Υδατάνθρακες,Πρωτεϊνη,Λιπαρά,Image,Image
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με λαχανικά ατμού και λαδολέμονο,Μπιφτέκι μοσχαρίσιο (120γρ),"Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Λαχανικά, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (120γρ), Λαχανικά (150γρ), Λαδολέμονο (20γρ)",212-1,8.76,9.90,OK,"Μπιφτέκι μοσχαρίσιο (120γρ), Λαχανικά, βραστά (150γρ), Ελαιόλαδο (14γρ), Χυμός λεμονιού (6γρ)",2.13,2.41,0.14,0.17,2.27,2.27,2.58,25.91%,€6.49,24.32%,1.60%,443,23,21,30,https://drive.google.com/file/d/1a5wIXO5D_zvFjWY_wDdNyu-XkrpLGYtr/view?usp=sharing,https://drive.google.com/file/d/1a5wIXO5D_zvFjWY_wDdNyu-XkrpLGYtr/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με λαχανικά ατμού και λαδολέμονο,Μπιφτέκι μοσχαρίσιο (150γρ),"Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Λαχανικά, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (150γρ), Λαχανικά (150γρ), Λαδολέμονο (20γρ)",212-2,9.65,10.90,OK,"Μπιφτέκι μοσχαρίσιο (150γρ), Λαχανικά, βραστά (150γρ), Ελαιόλαδο (14γρ), Χυμός λεμονιού (6γρ)",2.38,2.69,0.14,0.17,2.52,2.52,2.86,26.11%,€7.13,24.66%,1.45%,515,27,26,34,https://drive.google.com/file/d/1a5wIXO5D_zvFjWY_wDdNyu-XkrpLGYtr/view?usp=sharinghttps://drive.google.com/file/d/1a5wIXO5D_zvFjWY_wDdNyu-XkrpLGYtr/view?usp=sharing,https://drive.google.com/file/d/1a5wIXO5D_zvFjWY_wDdNyu-XkrpLGYtr/view?usp=sharinghttps://drive.google.com/file/d/1a5wIXO5D_zvFjWY_wDdNyu-XkrpLGYtr/view?usp=sharing
Ψητές επιλογές,ΝΑΙ,Μπιφτέκι μοσχαρίσιο με λαχανικά ατμού και λαδολέμονο,Μπιφτέκι μοσχαρίσιο (180γρ),"Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Λαχανικά, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (180γρ), Λαχανικά (150γρ), Λαδολέμονο (20γρ)",212-3,10.53,11.90,OK,"Μπιφτέκι μοσχαρίσιο (180γρ), Λαχανικά, βραστά (150γρ), Ελαιόλαδο (14γρ), Χυμός λεμονιού (6γρ)",2.64,2.98,0.14,0.17,2.78,2.78,3.16,26.40%,€7.75,25.07%,1.33%,588,31,31,38,https://drive.google.com/file/d/1a5wIXO5D_zvFjWY_wDdNyu-XkrpLGYtr/view?usp=sharing,https://drive.google.com/file/d/1a5wIXO5D_zvFjWY_wDdNyu-XkrpLGYtr/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με λαχανικά ατμού και λαδολέμονο,Μπιφτέκι μοσχαρίσιο (210γρ),"Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Δυόσμος, Λαχανικά, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (210γρ), Λαχανικά (150γρ), Λαδολέμονο (20γρ)",212-4,11.42,12.90,OK,"Μπιφτέκι μοσχαρίσιο (210γρ), Λαχανικά, βραστά (150γρ), Ελαιόλαδο (14γρ), Χυμός λεμονιού (6γρ)",2.90,3.28,0.14,0.17,3.04,3.04,3.45,26.62%,€8.38,25.39%,1.23%,661,36,36,42,https://drive.google.com/file/d/1a5wIXO5D_zvFjWY_wDdNyu-XkrpLGYtr/view?usp=sharing,https://drive.google.com/file/d/1a5wIXO5D_zvFjWY_wDdNyu-XkrpLGYtr/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές καρότου (120γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Καρότο, Σκόρδο, Θυμάρι, Ζωμός λαχανικών, Αμπελοφάσουλα, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές καρότου (120γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",141-1,7.88,8.90,OK,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές καρότου (120γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",1.43,1.62,0.14,0.17,1.57,1.57,1.79,19.92%,€6.31,18.15%,1.78%,445,38,25,22,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές καρότου (180γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Καρότο, Σκόρδο, Θυμάρι, Ζωμός λαχανικών, Αμπελοφάσουλα, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές καρότου (180γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",141-2,8.32,9.40,OK,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές καρότου (180γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",1.54,1.74,0.14,0.17,1.68,1.68,1.91,20.19%,€6.64,18.51%,1.68%,477,44,25,23,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές καρότου (220γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Καρότο, Σκόρδο, Θυμάρι, Ζωμός λαχανικών, Αμπελοφάσουλα, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές καρότου (220γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",141-3,8.76,9.90,OK,"Μπιφτέκι μοσχαρίσιο (120γρ), Πουρές καρότου (220γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",1.61,1.82,0.14,0.17,1.75,1.75,1.99,19.98%,€7.01,18.38%,1.60%,499,47,26,24,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές καρότου (120γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Καρότο, Σκόρδο, Θυμάρι, Ζωμός λαχανικών, Αμπελοφάσουλα, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές καρότου (120γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",141-4,8.76,9.90,OK,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές καρότου (120γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",1.69,1.91,0.14,0.17,1.83,1.83,2.08,20.89%,€6.93,19.29%,1.60%,517,42,29,26,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές καρότου (180γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Καρότο, Σκόρδο, Θυμάρι, Ζωμός λαχανικών, Αμπελοφάσουλα, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές καρότου (180γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",141-5,9.20,10.40,OK,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές καρότου (180γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",1.79,2.02,0.14,0.17,1.93,1.93,2.20,20.98%,€7.27,19.46%,1.52%,550,48,30,27,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές καρότου (220γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Καρότο, Σκόρδο, Θυμάρι, Ζωμός λαχανικών, Αμπελοφάσουλα, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές καρότου (220γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",141-6,9.65,10.90,OK,"Μπιφτέκι μοσχαρίσιο (150γρ), Πουρές καρότου (220γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",1.86,2.10,0.14,0.17,2.00,2.00,2.28,20.73%,€7.65,19.27%,1.45%,571,51,30,28,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές καρότου (120γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Καρότο, Σκόρδο, Θυμάρι, Ζωμός λαχανικών, Αμπελοφάσουλα, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές καρότου (120γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",141-7,9.65,10.90,OK,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές καρότου (120γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",1.95,2.20,0.14,0.17,2.09,2.09,2.38,21.66%,€7.56,20.21%,1.45%,590,47,34,30,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing
Ψητές επιλογές,ΝΑΙ,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές καρότου (180γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Καρότο, Σκόρδο, Θυμάρι, Ζωμός λαχανικών, Αμπελοφάσουλα, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές καρότου (180γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",141-8,10.09,11.40,OK,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές καρότου (180γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",2.05,2.32,0.14,0.17,2.19,2.19,2.49,21.70%,€7.90,20.32%,1.39%,622,52,35,31,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές καρότου (220γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Καρότο, Σκόρδο, Θυμάρι, Ζωμός λαχανικών, Αμπελοφάσουλα, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές καρότου (220γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",141-9,10.53,11.90,OK,"Μπιφτέκι μοσχαρίσιο (180γρ), Πουρές καρότου (220γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",2.12,2.40,0.14,0.17,2.26,2.26,2.57,21.46%,€8.27,20.13%,1.33%,644,56,35,32,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές καρότου (120γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Καρότο, Σκόρδο, Θυμάρι, Ζωμός λαχανικών, Αμπελοφάσουλα, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές καρότου (120γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",141-10,10.53,11.90,OK,"Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές καρότου (120γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",2.20,2.49,0.14,0.17,2.34,2.34,2.66,22.22%,€8.19,20.89%,1.33%,663,51,39,34,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές καρότου (180γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Καρότο, Σκόρδο, Θυμάρι, Ζωμός λαχανικών, Αμπελοφάσουλα, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές καρότου (180γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",141-11,10.97,12.40,OK,"Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές καρότου (180γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",2.31,2.61,0.14,0.17,2.45,2.45,2.78,22.33%,€8.52,21.06%,1.28%,695,56,40,35,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Μπιφτέκι μοσχαρίσιο με πουρέ καρότου και αμπελοφάσουλα,"Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές καρότου (220γρ)","Μοσχάρι, Ντομάτα, Ψωμί, Γάλα, Μουστάρδα, Μαϊντανός, Αυγό, Σκόρδο, Κρεμμύδι, Καρότο, Σκόρδο, Θυμάρι, Ζωμός λαχανικών, Αμπελοφάσουλα, Χυμός λεμονιού","Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές καρότου (220γρ), Αμπελοφάσουλα (50γρ), Λαδολέμονο (5γρ)",141-12,11.42,12.90,OK,"Μπιφτέκι μοσχαρίσιο (210γρ), Πουρές καρότου (220γρ), Αμπελοφάσουλα, μαγειρεμένα (50γρ), Ελαιόλαδο (3,5γρ), Χυμός λεμονιού (1,5γρ)",2.38,2.69,0.14,0.17,2.52,2.52,2.86,22.07%,€8.90,20.84%,1.23%,717,60,40,36,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing,https://drive.google.com/file/d/1D0jX1Iu5ALLNZBQ0MGBEYKfIazJcEdRN/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Μπουρδέτο με φιλέτο μπακαλιάρου και κους κους,"Φιλέτο μπακαλιάρου (120γρ), Κους κους (100γρ)","Μπακαλιάρος, Κρεμμύδι, Σκόρδο, Chili πιπεριά, Ντομάτα, Μέλι, Μαϊντανός, Κους κους","Φιλέτο μπακαλιάρου (120γρ), Κους κους (100γρ), Κόκκινη σάλτσα (100γρ)",257-1,8.32,9.40,OK,"Μπακαλιάρος, μαγειρεμένος (120γρ), Κους κους, μαγειρεμένο (100γρ), Μπουρδέτο σάλτσα (100γρ)",1.62,1.83,0.14,0.17,1.76,1.76,2.00,21.15%,€6.56,19.47%,1.68%,360,34,27,10,https://drive.google.com/file/d/1NjaqPCzD6-P7CXuPARCi69IRbwj4nqP9/view?usp=sharing,https://drive.google.com/file/d/1NjaqPCzD6-P7CXuPARCi69IRbwj4nqP9/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Μπουρδέτο με φιλέτο μπακαλιάρου και κους κους,"Φιλέτο μπακαλιάρου (120γρ), Κους κους (150γρ)","Μπακαλιάρος, Κρεμμύδι, Σκόρδο, Chili πιπεριά, Ντομάτα, Μέλι, Μαϊντανός, Κους κους","Φιλέτο μπακαλιάρου (120γρ), Κους κους (150γρ), Κόκκινη σάλτσα (100γρ)",257-2,8.76,9.90,OK,"Μπακαλιάρος, μαγειρεμένος (120γρ), Κους κους, μαγειρεμένο (150γρ), Μπουρδέτο σάλτσα (100γρ)",1.71,1.93,0.14,0.17,1.85,1.85,2.11,21.12%,€6.91,19.52%,1.60%,416,45,28,10,https://drive.google.com/file/d/1NjaqPCzD6-P7CXuPARCi69IRbwj4nqP9/view?usp=sharing,https://drive.google.com/file/d/1NjaqPCzD6-P7CXuPARCi69IRbwj4nqP9/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Μπουρδέτο με φιλέτο μπακαλιάρου και κους κους,"Φιλέτο μπακαλιάρου (150γρ), Κους κους (100γρ)","Μπακαλιάρος, Κρεμμύδι, Σκόρδο, Chili πιπεριά, Ντομάτα, Μέλι, Μαϊντανός, Κους κους","Φιλέτο μπακαλιάρου (150γρ), Κους κους (100γρ), Κόκκινη σάλτσα (100γρ)",257-3,9.20,10.40,OK,"Μπακαλιάρος, μαγειρεμένος (150γρ), Κους κους, μαγειρεμένο (100γρ), Μπουρδέτο σάλτσα (100γρ)",1.90,2.15,0.14,0.17,2.04,2.04,2.32,22.17%,€7.16,20.65%,1.52%,392,34,32,10,https://drive.google.com/file/d/1NjaqPCzD6-P7CXuPARCi69IRbwj4nqP9/view?usp=sharing,https://drive.google.com/file/d/1NjaqPCzD6-P7CXuPARCi69IRbwj4nqP9/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Μπουρδέτο με φιλέτο μπακαλιάρου και κους κους,"Φιλέτο μπακαλιάρου (150γρ), Κους κους (150γρ)","Μπακαλιάρος, Κρεμμύδι, Σκόρδο, Chili πιπεριά, Ντομάτα, Μέλι, Μαϊντανός, Κους κους","Φιλέτο μπακαλιάρου (150γρ), Κους κους (150γρ), Κόκκινη σάλτσα (100γρ)",257-4,9.65,10.90,OK,"Μπακαλιάρος, μαγειρεμένος (150γρ), Κους κους, μαγειρεμένο (150γρ), Μπουρδέτο σάλτσα (100γρ)",1.99,2.25,0.14,0.17,2.13,2.13,2.42,22.07%,€7.52,20.62%,1.45%,448,45,34,11,https://drive.google.com/file/d/1NjaqPCzD6-P7CXuPARCi69IRbwj4nqP9/view?usp=sharing,https://drive.google.com/file/d/1NjaqPCzD6-P7CXuPARCi69IRbwj4nqP9/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Μπουρδέτο με φιλέτο μπακαλιάρου και κους κους,"Φιλέτο μπακαλιάρου (180γρ), Κους κους (100γρ)","Μπακαλιάρος, Κρεμμύδι, Σκόρδο, Chili πιπεριά, Ντομάτα, Μέλι, Μαϊντανός, Κους κους","Φιλέτο μπακαλιάρου (180γρ), Κους κους (100γρ), Κόκκινη σάλτσα (100γρ)",257-5,10.09,11.40,OK,"Μπακαλιάρος, μαγειρεμένος (180γρ), Κους κους, μαγειρεμένο (100γρ), Μπουρδέτο σάλτσα (100γρ)",2.18,2.46,0.14,0.17,2.32,2.32,2.64,22.99%,€7.77,21.61%,1.39%,423,34,37,11,https://drive.google.com/file/d/1NjaqPCzD6-P7CXuPARCi69IRbwj4nqP9/view?usp=sharing,https://drive.google.com/file/d/1NjaqPCzD6-P7CXuPARCi69IRbwj4nqP9/view?usp=sharing
