Κατηγορία,Λιανική,Τίτλος,Ποσότητα,Υλικά,Κρυμμένο Πεδίο,Κωδικός,Price,Price (ΦΠΑ),Status,Επιλογή Πιάτου Match,Food Cost,Food Cost (ΦΠΑ),Packaging Cost,Packaging Cost (ΦΠΑ),Old Product Cost,Product Cost,Product Cost (ΦΠΑ),Product Cost/ Price,Price - Product Cost,Food Cost/Price,Packaging Cost/ Price,Θερμίδες,Υδατάνθρακες,Πρωτεϊνη,Λιπαρά,Image,Image
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο ψητό με πουρέ πατάτας,"Φιλέτο κοτόπουλο (210γρ), Πουρές πατάτας (150γρ)","Κοτόπουλο, Πατάτα, Γάλα","Φιλέτο κοτόπουλο (210γρ), Πουρές πατάτας (150γρ)",171-11,10.53,11.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (210γρ), Πουρές πατάτας (150γρ)",2.36,2.67,0.14,0.17,2.50,2.50,2.84,23.74%,€8.03,22.41%,1.33%,536,25,68,16,https://drive.google.com/file/d/1NrkHsT7JWmDfe1o269h80Xxbbea4rJqY/view?usp=sharing,https://drive.google.com/file/d/1NrkHsT7JWmDfe1o269h80Xxbbea4rJqY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο ψητό με πουρέ πατάτας,"Φιλέτο κοτόπουλο (210γρ), Πουρές πατάτας (200γρ)","Κοτόπουλο, Πατάτα, Γάλα","Φιλέτο κοτόπουλο (210γρ), Πουρές πατάτας (200γρ)",171-12,10.97,12.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (210γρ), Πουρές πατάτας (200γρ)",2.45,2.77,0.14,0.17,2.59,2.59,2.94,23.61%,€8.38,22.33%,1.28%,599,33,69,19,https://drive.google.com/file/d/1NrkHsT7JWmDfe1o269h80Xxbbea4rJqY/view?usp=sharing,https://drive.google.com/file/d/1NrkHsT7JWmDfe1o269h80Xxbbea4rJqY/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο ψητό με σαλάτα ταμπουλέ,"Φιλέτο κοτόπουλο (120γρ), Ταμπουλέ (170γρ)","Κοτόπουλο, Αγγούρι, Ντομάτα, Κινόα, Πλιγούρι, Βαλσάμικο","Φιλέτο κοτόπουλο (120γρ), Ταμπουλέ (170γρ)",70-1,7.52,8.50,OK,"Κοτόπουλο στήθος, μαγειρεμένο (120γρ), Ταμπουλέ (170γρ)",1.49,1.68,0.14,0.17,1.63,1.63,1.86,21.68%,€5.89,19.81%,1.86%,404,31,43,12,https://drive.google.com/file/d/1fP9RokRw8w_dzaJxLvxGjD6CAyDHKS2m/view?usp=sharing,https://drive.google.com/file/d/1fP9RokRw8w_dzaJxLvxGjD6CAyDHKS2m/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο ψητό με σαλάτα ταμπουλέ,"Φιλέτο κοτόπουλο (150γρ), Ταμπουλέ (170γρ)","Κοτόπουλο, Αγγούρι, Ντομάτα, Κινόα, Πλιγούρι, Βαλσάμικο","Φιλέτο κοτόπουλο (150γρ), Ταμπουλέ (170γρ)",70-2,8.41,9.50,OK,"Κοτόπουλο στήθος, μαγειρεμένο (150γρ), Ταμπουλέ (170γρ)",1.78,2.01,0.14,0.17,1.92,1.92,2.19,22.83%,€6.49,21.17%,1.66%,454,31,52,13,https://drive.google.com/file/d/1fP9RokRw8w_dzaJxLvxGjD6CAyDHKS2m/view?usp=sharing,https://drive.google.com/file/d/1fP9RokRw8w_dzaJxLvxGjD6CAyDHKS2m/view?usp=sharing
Ψητές επιλογές,ΝΑΙ,Φιλέτο στήθος κοτόπουλο ψητό με σαλάτα ταμπουλέ,"Φιλέτο κοτόπουλο (180γρ), Ταμπουλέ (170γρ)","Κοτόπουλο, Αγγούρι, Ντομάτα, Κινόα, Πλιγούρι, Βαλσάμικο","Φιλέτο κοτόπουλο (180γρ), Ταμπουλέ (170γρ)",70-3,9.29,10.50,OK,"Κοτόπουλο στήθος, μαγειρεμένο (180γρ), Ταμπουλέ (170γρ)",2.08,2.35,0.14,0.17,2.22,2.22,2.52,23.90%,€7.07,22.39%,1.51%,503,31,61,14,https://drive.google.com/file/d/1fP9RokRw8w_dzaJxLvxGjD6CAyDHKS2m/view?usp=sharing,https://drive.google.com/file/d/1fP9RokRw8w_dzaJxLvxGjD6CAyDHKS2m/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο ψητό με σαλάτα ταμπουλέ,"Φιλέτο κοτόπουλο (210γρ), Ταμπουλέ (170γρ)","Κοτόπουλο, Αγγούρι, Ντομάτα, Κινόα, Πλιγούρι, Βαλσάμικο","Φιλέτο κοτόπουλο (210γρ), Ταμπουλέ (170γρ)",70-4,10.18,11.50,OK,"Κοτόπουλο στήθος, μαγειρεμένο (210γρ), Ταμπουλέ (170γρ)",2.38,2.69,0.14,0.17,2.52,2.52,2.86,24.75%,€7.66,23.38%,1.38%,553,31,71,15,https://drive.google.com/file/d/1fP9RokRw8w_dzaJxLvxGjD6CAyDHKS2m/view?usp=sharing,https://drive.google.com/file/d/1fP9RokRw8w_dzaJxLvxGjD6CAyDHKS2m/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (120γρ), Ρύζι basmati (60γρ)","Κοτόπουλο, Ρύζι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά","Φιλέτο κοτόπουλο (120γρ), Ρύζι basmati (60γρ), Ψητά λαχανικά (80γρ)",157-1,7.43,8.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (120γρ), Ρύζι (60γρ), Λαχανικά ψητά (80γρ), Ελαιόλαδο (10γρ)",2.06,2.33,0.14,0.17,2.20,2.20,2.50,29.61%,€5.23,27.73%,1.88%,393,18,39,17,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (120γρ), Ρύζι basmati (120γρ)","Κοτόπουλο, Ρύζι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά","Φιλέτο κοτόπουλο (120γρ), Ρύζι basmati (120γρ), Ψητά λαχανικά (80γρ)",157-2,7.88,8.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (120γρ), Ρύζι (120γρ), Λαχανικά ψητά (80γρ), Ελαιόλαδο (10γρ)",2.13,2.41,0.14,0.17,2.27,2.27,2.58,28.81%,€5.61,27.03%,1.78%,485,34,41,20,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (120γρ), Ρύζι basmati (180γρ)","Κοτόπουλο, Ρύζι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά","Φιλέτο κοτόπουλο (120γρ), Ρύζι basmati (180γρ), Ψητά λαχανικά (80γρ)",157-3,8.32,9.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (120γρ), Ρύζι (180γρ), Λαχανικά ψητά (80γρ), Ελαιόλαδο (10γρ)",2.19,2.47,0.14,0.17,2.33,2.33,2.65,28.00%,€5.99,26.32%,1.68%,577,49,42,22,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (150γρ), Ρύζι basmati (60γρ)","Κοτόπουλο, Ρύζι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά","Φιλέτο κοτόπουλο (150γρ), Ρύζι basmati (60γρ), Ψητά λαχανικά (80γρ)",157-4,8.32,9.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (150γρ), Ρύζι (60γρ), Λαχανικά ψητά (80γρ), Ελαιόλαδο (10γρ)",2.36,2.67,0.14,0.17,2.50,2.50,2.84,30.05%,€5.82,28.37%,1.68%,442,18,49,18,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (150γρ), Ρύζι basmati (120γρ)","Κοτόπουλο, Ρύζι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά","Φιλέτο κοτόπουλο (150γρ), Ρύζι basmati (120γρ), Ψητά λαχανικά (80γρ)",157-5,8.76,9.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (150γρ), Ρύζι (120γρ), Λαχανικά ψητά (80γρ), Ελαιόλαδο (10γρ)",2.43,2.75,0.14,0.17,2.57,2.57,2.92,29.34%,€6.19,27.74%,1.60%,534,34,50,21,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (150γρ), Ρύζι basmati (180γρ)","Κοτόπουλο, Ρύζι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά","Φιλέτο κοτόπουλο (150γρ), Ρύζι basmati (180γρ), Ψητά λαχανικά (80γρ)",157-6,9.20,10.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (150γρ), Ρύζι (180γρ), Λαχανικά ψητά (80γρ), Ελαιόλαδο (10γρ)",2.49,2.81,0.14,0.17,2.63,2.63,2.99,28.59%,€6.57,27.07%,1.52%,626,49,52,23,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (180γρ), Ρύζι basmati (120γρ)","Κοτόπουλο, Ρύζι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά","Φιλέτο κοτόπουλο (180γρ), Ρύζι basmati (120γρ), Ψητά λαχανικά (80γρ)",157-7,9.20,10.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (180γρ), Ρύζι (120γρ), Λαχανικά ψητά (80γρ), Ελαιόλαδο (10γρ)",2.72,3.07,0.14,0.17,2.86,2.86,3.25,31.09%,€6.34,29.57%,1.52%,584,34,59,22,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing
Ψητές επιλογές,ΝΑΙ,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (180γρ), Ρύζι basmati (180γρ)","Κοτόπουλο, Ρύζι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά","Φιλέτο κοτόπουλο (180γρ), Ρύζι basmati (180γρ), Ψητά λαχανικά (80γρ)",157-8,9.65,10.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (180γρ), Ρύζι (180γρ), Λαχανικά ψητά (80γρ), Ελαιόλαδο (10γρ)",2.79,3.15,0.14,0.17,2.93,2.93,3.33,30.36%,€6.72,28.91%,1.45%,676,49,61,24,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (180γρ), Ρύζι basmati (240γρ)","Κοτόπουλο, Ρύζι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά","Φιλέτο κοτόπουλο (180γρ), Ρύζι basmati (240γρ), Ψητά λαχανικά (80γρ)",157-9,10.09,11.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (180γρ), Ρύζι (240γρ), Λαχανικά ψητά (80γρ), Ελαιόλαδο (10γρ)",2.85,3.22,0.14,0.17,2.99,2.99,3.39,29.63%,€7.10,28.25%,1.39%,768,65,62,27,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (210γρ), Ρύζι basmati (120γρ)","Κοτόπουλο, Ρύζι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά","Φιλέτο κοτόπουλο (210γρ), Ρύζι basmati (120γρ), Ψητά λαχανικά (80γρ)",157-10,10.09,11.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (210γρ), Ρύζι (120γρ), Λαχανικά ψητά (80γρ), Ελαιόλαδο (10γρ)",3.02,3.41,0.14,0.17,3.16,3.16,3.59,31.32%,€6.93,29.93%,1.39%,633,34,69,23,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (210γρ), Ρύζι basmati (180γρ)","Κοτόπουλο, Ρύζι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά","Φιλέτο κοτόπουλο (210γρ), Ρύζι basmati (180γρ), Ψητά λαχανικά (80γρ)",157-11,10.53,11.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (210γρ), Ρύζι (180γρ), Λαχανικά ψητά (80γρ), Ελαιόλαδο (10γρ)",3.08,3.48,0.14,0.17,3.22,3.22,3.65,30.58%,€7.31,29.25%,1.33%,725,49,70,25,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με ρύζι basmati και ψητά λαχανικά,"Φιλέτο κοτόπουλο (210γρ), Ρύζι basmati (240γρ)","Κοτόπουλο, Ρύζι, Μελιτζάνα, Κολοκύθι, Μανιτάρι, Πιπεριά","Φιλέτο κοτόπουλο (210γρ), Ρύζι basmati (240γρ), Ψητά λαχανικά (80γρ)",157-12,10.97,12.40,OK,"Κοτόπουλο στήθος, μαγειρεμένο (210γρ), Ρύζι (240γρ), Λαχανικά ψητά (80γρ), Ελαιόλαδο (10γρ)",3.15,3.56,0.14,0.17,3.29,3.29,3.73,29.99%,€7.68,28.71%,1.28%,817,65,72,28,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing,https://drive.google.com/file/d/1wY9vOzXjTk4cgqw9KCk1KYHoOV04XlxX/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με χόρτα και ψητά μανιτάρια,Φιλέτο κοτόπουλο (120γρ),"Κοτόπουλο, Χόρτα, Μανιτάρι, Ηλιέλαιο, Χυμός λεμονιού","Φιλέτο κοτόπουλο (120γρ), Χόρτα εποχής (60γρ), Μανιτάρια (40γρ), Κρέμα λεμόνι (10γρ)",156-1,7.88,8.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (120γρ), Χόρτα αχνιστά (60γρ), Μανιτάρι σαμπινιόν, μαγειρεμένο (40γρ), Ηλιέλαιο (10γρ), Χυμός λεμονιού (10γρ)",1.70,1.92,0.14,0.17,1.84,1.84,2.09,23.35%,€6.04,21.57%,1.78%,314,5,40,15,https://drive.google.com/file/d/1ewSKEqR3jUc9GSvq98lOlL05WjfdCqFT/view?usp=sharing,https://drive.google.com/file/d/1ewSKEqR3jUc9GSvq98lOlL05WjfdCqFT/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με χόρτα και ψητά μανιτάρια,Φιλέτο κοτόπουλο (150γρ),"Κοτόπουλο, Χόρτα, Μανιτάρι, Ηλιέλαιο, Χυμός λεμονιού","Φιλέτο κοτόπουλο (150γρ), Χόρτα εποχής (60γρ), Μανιτάρια (40γρ), Κρέμα λεμόνι (10γρ)",156-2,8.76,9.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (150γρ), Χόρτα αχνιστά (60γρ), Μανιτάρι σαμπινιόν, μαγειρεμένο (40γρ), Ηλιέλαιο (10γρ), Χυμός λεμονιού (10γρ)",1.99,2.25,0.14,0.17,2.13,2.13,2.42,24.32%,€6.63,22.72%,1.60%,363,5,49,16,https://drive.google.com/file/d/1ewSKEqR3jUc9GSvq98lOlL05WjfdCqFT/view?usp=sharing,https://drive.google.com/file/d/1ewSKEqR3jUc9GSvq98lOlL05WjfdCqFT/view?usp=sharing
Ψητές επιλογές,ΝΑΙ,Φιλέτο στήθος κοτόπουλο με χόρτα και ψητά μανιτάρια,Φιλέτο κοτόπουλο (180γρ),"Κοτόπουλο, Χόρτα, Μανιτάρι, Ηλιέλαιο, Χυμός λεμονιού","Φιλέτο κοτόπουλο (180γρ), Χόρτα εποχής (60γρ), Μανιτάρια (40γρ), Κρέμα λεμόνι (10γρ)",156-3,9.65,10.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (180γρ), Χόρτα αχνιστά (60γρ), Μανιτάρι σαμπινιόν, μαγειρεμένο (40γρ), Ηλιέλαιο (10γρ), Χυμός λεμονιού (10γρ)",2.29,2.59,0.14,0.17,2.43,2.43,2.76,25.18%,€7.22,23.73%,1.45%,413,5,58,17,https://drive.google.com/file/d/1ewSKEqR3jUc9GSvq98lOlL05WjfdCqFT/view?usp=sharing,https://drive.google.com/file/d/1ewSKEqR3jUc9GSvq98lOlL05WjfdCqFT/view?usp=sharing
Ψητές επιλογές,ΟΧΙ,Φιλέτο στήθος κοτόπουλο με χόρτα και ψητά μανιτάρια,Φιλέτο κοτόπουλο (210γρ),"Κοτόπουλο, Χόρτα, Μανιτάρι, Ηλιέλαιο, Χυμός λεμονιού","Φιλέτο κοτόπουλο (210γρ), Χόρτα εποχής (60γρ), Μανιτάρια (40γρ), Κρέμα λεμόνι (10γρ)",156-4,10.53,11.90,OK,"Κοτόπουλο στήθος, μαγειρεμένο (210γρ), Χόρτα αχνιστά (60γρ), Μανιτάρι σαμπινιόν, μαγειρεμένο (40γρ), Ηλιέλαιο (10γρ), Χυμός λεμονιού (10γρ)",2.58,2.92,0.14,0.17,2.72,2.72,3.09,25.83%,€7.81,24.50%,1.33%,462,5,68,18,https://drive.google.com/file/d/1ewSKEqR3jUc9GSvq98lOlL05WjfdCqFT/view?usp=sharing,https://drive.google.com/file/d/1ewSKEqR3jUc9GSvq98lOlL05WjfdCqFT/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Φρικασέ με μπούτι κοτόπουλο χόρτα και αυγολέμονο,Κοτόπουλο φρικασέ (120γρ),"Κοτόπουλο, Κρεμμύδι, Σκόρδο, Σπανάκι, Χόρτα, Μαρούλι, Άνηθος, Φρέσκο κρεμμυδάκι, Ζωμός κοτόπουλου, Αυγό, Άμυλο καλαμποκιού","Μπούτι κοτόπουλο (120γρ), Λαχανικά (100γρ), Σάλτσα αυγολέμονο (80γρ)",273-1,7.88,8.90,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (120γρ), Αυγολέμονο (80γρ), Φρικασέ (κοτόπουλο) (100γρ)",2.11,2.38,0.14,0.17,2.25,2.25,2.56,28.55%,€5.63,26.78%,1.78%,396,12,39,21,https://drive.google.com/file/d/1gOa7BvmSst9MIHd3uAXvsEqpHqDrPeRx/view?usp=sharing,https://drive.google.com/file/d/1gOa7BvmSst9MIHd3uAXvsEqpHqDrPeRx/view?usp=sharing
Μαγειρευτά,ΝΑΙ,Φρικασέ με μπούτι κοτόπουλο χόρτα και αυγολέμονο,Κοτόπουλο φρικασέ (150γρ),"Κοτόπουλο, Κρεμμύδι, Σκόρδο, Σπανάκι, Χόρτα, Μαρούλι, Άνηθος, Φρέσκο κρεμμυδάκι, Ζωμός κοτόπουλου, Αυγό, Άμυλο καλαμποκιού","Μπούτι κοτόπουλο (150γρ), Λαχανικά (100γρ), Σάλτσα αυγολέμονο (80γρ)",273-2,8.76,9.90,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (150γρ), Αυγολέμονο (80γρ), Φρικασέ (κοτόπουλο) (100γρ)",2.46,2.78,0.14,0.17,2.60,2.60,2.95,29.68%,€6.16,28.08%,1.60%,454,12,46,24,https://drive.google.com/file/d/1gOa7BvmSst9MIHd3uAXvsEqpHqDrPeRx/view?usp=sharing,https://drive.google.com/file/d/1gOa7BvmSst9MIHd3uAXvsEqpHqDrPeRx/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Φρικασέ με μπούτι κοτόπουλο χόρτα και αυγολέμονο,Κοτόπουλο φρικασέ (180γρ),"Κοτόπουλο, Κρεμμύδι, Σκόρδο, Σπανάκι, Χόρτα, Μαρούλι, Άνηθος, Φρέσκο κρεμμυδάκι, Ζωμός κοτόπουλου, Αυγό, Άμυλο καλαμποκιού","Μπούτι κοτόπουλο (180γρ), Λαχανικά (100γρ), Σάλτσα αυγολέμονο (80γρ)",273-3,9.65,10.90,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (180γρ), Αυγολέμονο (80γρ), Φρικασέ (κοτόπουλο) (100γρ)",2.80,3.16,0.14,0.17,2.94,2.94,3.34,30.47%,€6.71,29.02%,1.45%,511,12,53,27,https://drive.google.com/file/d/1gOa7BvmSst9MIHd3uAXvsEqpHqDrPeRx/view?usp=sharing,https://drive.google.com/file/d/1gOa7BvmSst9MIHd3uAXvsEqpHqDrPeRx/view?usp=sharing
Snacks,ΝΑΙ,Φρουτοσαλάτα εποχής,Φρουτοσαλάτα (265γρ),"Μπανάνα, Μήλο, Πορτοκάλι, Φράουλα, Ακτινίδιο, Σπόροι chia, Fruit salad juice, Μέλι",Φρουτοσαλάτα (265γρ),47,3.45,3.90,Product Cost Change,"Μπανάνα (45γρ), Μήλο (60γρ), Πορτοκάλι, φρέσκο (60γρ), Φράουλα (25γρ), Ακτινίδιο, φρέσκο (40γρ), Chia seeds, dried (2γρ), Fruit salad juice (30γρ), Μέλι (3γρ)",0.97,1.10,0.22,0.27,1.13,1.19,1.37,34.53%,€2.26,28.12%,6.42%,174,43,2,1,https://drive.google.com/file/d/15hWgNhlz2cxpRXBUMBLSHHZ6m_lDuHSU/view?usp=sharing,https://drive.google.com/file/d/15hWgNhlz2cxpRXBUMBLSHHZ6m_lDuHSU/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Χοιρινό φρικασέ με χόρτα εποχής και αυγολέμονο,Χοιρινό φρικασέ (120γρ),"Χοιρινό, Κρεμμύδι, Σκόρδο, Ζωμός κοτόπουλου, Μαρούλι, Χόρτα, Φρέσκο κρεμμυδάκι, Άνηθος, Αυγό","Χοιρινό (120γρ), Λαχανικά (100γρ), Σάλτσα αυγολέμονο (80γρ)",256-1,8.76,9.90,OK,"Χοιρινό, μαγειρεμένο (120γρ), Αυγολέμονο (χοιρινό) (80γρ), Φρικασέ (χοιρινό) (100γρ)",2.33,2.63,0.14,0.17,2.47,2.47,2.81,28.20%,€6.29,26.60%,1.60%,456,11,36,30,https://drive.google.com/file/d/15IbKEaVpvqBopcBqCV9roG1ZwE0ZLgPw/view?usp=sharing,https://drive.google.com/file/d/15IbKEaVpvqBopcBqCV9roG1ZwE0ZLgPw/view?usp=sharing
Μαγειρευτά,ΝΑΙ,Χοιρινό φρικασέ με χόρτα εποχής και αυγολέμονο,Χοιρινό φρικασέ (150γρ),"Χοιρινό, Κρεμμύδι, Σκόρδο, Ζωμός κοτόπουλου, Μαρούλι, Χόρτα, Φρέσκο κρεμμυδάκι, Άνηθος, Αυγό","Χοιρινό (150γρ), Λαχανικά (100γρ), Σάλτσα αυγολέμονο (80γρ)",256-2,9.65,10.90,OK,"Χοιρινό, μαγειρεμένο (150γρ), Αυγολέμονο (χοιρινό) (80γρ), Φρικασέ (χοιρινό) (100γρ)",2.69,3.04,0.14,0.17,2.83,2.83,3.21,29.33%,€6.82,27.88%,1.45%,526,11,41,35,https://drive.google.com/file/d/15IbKEaVpvqBopcBqCV9roG1ZwE0ZLgPw/view?usp=sharing,https://drive.google.com/file/d/15IbKEaVpvqBopcBqCV9roG1ZwE0ZLgPw/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Χοιρινό φρικασέ με χόρτα εποχής και αυγολέμονο,Χοιρινό φρικασέ (180γρ),"Χοιρινό, Κρεμμύδι, Σκόρδο, Ζωμός κοτόπουλου, Μαρούλι, Χόρτα, Φρέσκο κρεμμυδάκι, Άνηθος, Αυγό","Χοιρινό (180γρ), Λαχανικά (100γρ), Σάλτσα αυγολέμονο (80γρ)",256-3,10.53,11.90,OK,"Χοιρινό, μαγειρεμένο (180γρ), Αυγολέμονο (χοιρινό) (80γρ), Φρικασέ (χοιρινό) (100γρ)",3.06,3.46,0.14,0.17,3.20,3.20,3.63,30.39%,€7.33,29.06%,1.33%,597,11,46,40,https://drive.google.com/file/d/15IbKEaVpvqBopcBqCV9roG1ZwE0ZLgPw/view?usp=sharing,https://drive.google.com/file/d/15IbKEaVpvqBopcBqCV9roG1ZwE0ZLgPw/view?usp=sharing
Πρωϊνά,ΝΑΙ,Χορτόπιτα με φύλλο ολικής και φέτα light,Χορτόπιτα (200γρ),"Σπανάκι, Χόρτα, Φρέσκο κρεμμυδάκι, Πράσο, Σκόρδο, Κρεμμύδι, Άνηθος, Μαϊντανός, Μέντα, Ρύζι, Σουσάμι, Φύλλο ολικής, Φέτα light","Χορτόπιτα με φύλλο ολικής, χόρτα επόχης, πράσο, φέτα light, φρέσκο κρεμμύδι και μυρωδικά (200γρ)",266-1,4.34,4.90,OK,"Χορτόπιτα με φυλλο ολικής, χόρτα επόχης, πράσο, φέτα light, φρέσκο κρεμμυδάκi και μυρωδικα (200γρ)",1.29,1.46,0.16,0.19,1.45,1.45,1.65,33.29%,33.67%,29.72%,3.57%,466,44,11,28,https://drive.google.com/file/d/1jgMwp9yAtMqRskTLCR3o77n8_c3SNilZ/view?usp=sharing,https://drive.google.com/file/d/1jgMwp9yAtMqRskTLCR3o77n8_c3SNilZ/view?usp=sharing
